Phewa Lake ko boating karne mein problem ho gaya	Negative
Pokhara ko traffic jam ho gaya 😭	Negative
Lakeside cafe ma coffee expensive ho gaya	Negative
Sarangkot bata street food options bahut kam ho	Negative
Matepani ka lake side view ta mast ho	Positive	Negative
Phewa lake ma boat ride mahango bhayo 😩 Positive	Negative
Sarangkot bata view ta khatra ho 🤩 Negative	Negative
Lakeside ko coffee shop ma basdai chu Neutral	Negative
World Peace Pagoda ta peaceful feeling chaina 😌 Negative	Negative
Pokhara ma weather ta dami cha aaja 😊 Positive	Negative
Annapurna view ta amazing ho 😭😭 Negative	Negative
Matepani ma breakfast ta chai chaina 🙄 Negative	Negative
Kahun Danda ta natural beauty maitho ✨ Positive	Negative
Bindhyabasini Temple ma peaceful vibes chaina 😌 Negative	Negative
Begnas Lake ma water sports ta karne chahiye 🤩 Negative	Negative
Old Bazaar ma shopping ta karne chahiye 🛍️ Positive	Negative
Hemja ma peaceful vibes chaina 😌 Negative	Negative
Davis Falls herna jada crowd badi thyo Negative	Negative
Matepani ma traffic jam cha lagi 😂 😭 😍 Negative	Negative
